PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,label
32735732,FtsZ Reorganization Facilitates Deformation of Giant Vesicles in Microfluidic Traps*,"Ganzinger KA, Merino-Salomón A, García-Soriano DA, Butterfield AN, Litschel T, Siedler F, Schwille P.",Angew Chem Int Ed Engl. 2020 Nov 23;59(48):21372-21376. doi: 10.1002/anie.202001928. Epub 2020 Sep 17.,Ganzinger KA,Angew Chem Int Ed Engl,2020,1/8/2020,PMC7756778,,10.1002/anie.202001928,FtsZ
33504807,Treadmilling FtsZ polymers drive the directional movement of sPG-synthesis enzymes via a Brownian ratchet mechanism,"McCausland JW, Yang X, Squyres GR, Lyu Z, Bruce KE, Lamanna MM, Söderström B, Garner EC, Winkler ME, Xiao J, Liu J.",Nat Commun. 2021 Jan 27;12(1):609. doi: 10.1038/s41467-020-20873-y.,McCausland JW,Nat Commun,2021,28/1/2021,PMC7840769,,10.1038/s41467-020-20873-y,FtsZ
36142700,Protealysin Targets the Bacterial Housekeeping Proteins FtsZ and RecA,"Tsaplina O, Khaitlina S, Chukhontseva K, Karaseva M, Demidyuk I, Bakhlanova I, Baitin D, Artamonova T, Vedyaykin A, Khodorkovskii M, Vishnyakov I.",Int J Mol Sci. 2022 Sep 15;23(18):10787. doi: 10.3390/ijms231810787.,Tsaplina O,Int J Mol Sci,2022,23/9/2022,PMC9505478,,10.3390/ijms231810787,FtsZ
30275322,FtsZ filaments have the opposite kinetic polarity of microtubules,"Du S, Pichoff S, Kruse K, Lutkenhaus J.",Proc Natl Acad Sci U S A. 2018 Oct 16;115(42):10768-10773. doi: 10.1073/pnas.1811919115. Epub 2018 Oct 1.,Du S,Proc Natl Acad Sci U S A,2018,3/10/2018,PMC6196554,,10.1073/pnas.1811919115,FtsZ
34903053,ZipA Uses a Two-Pronged FtsZ-Binding Mechanism Necessary for Cell Division,"Cameron TA, Vega DE, Yu C, Xiao H, Margolin W.",mBio. 2021 Dec 21;12(6):e0252921. doi: 10.1128/mbio.02529-21. Epub 2021 Dec 14.,Cameron TA,mBio,2021,14/12/2021,PMC8669495,,10.1128/mbio.02529-21,FtsZ
35224498,Discovery of FtsZ inhibitors by virtual screening as antibacterial agents and study of the inhibition mechanism,"Du RL, Sun N, Fung YH, Zheng YY, Chen YW, Chan PH, Wong WL, Wong KY.",RSC Med Chem. 2021 Nov 15;13(1):79-89. doi: 10.1039/d1md00249j. eCollection 2022 Jan 27.,Du RL,RSC Med Chem,2021,28/2/2022,PMC8792978,,10.1039/d1md00249j,FtsZ
33907196,FtsZ treadmilling is essential for Z-ring condensation and septal constriction initiation in Bacillus subtilis cell division,"Whitley KD, Jukes C, Tregidgo N, Karinou E, Almada P, Cesbron Y, Henriques R, Dekker C, Holden S.",Nat Commun. 2021 Apr 27;12(1):2448. doi: 10.1038/s41467-021-22526-0.,Whitley KD,Nat Commun,2021,28/4/2021,PMC8079713,,10.1038/s41467-021-22526-0,FtsZ
33199285,Simulations of Proposed Mechanisms of FtsZ-Driven Cell Constriction,"Nguyen LT, Oikonomou CM, Jensen GJ.",J Bacteriol. 2021 Jan 11;203(3):e00576-20. doi: 10.1128/JB.00576-20. Print 2021 Jan 11.,Nguyen LT,J Bacteriol,2021,17/11/2020,PMC7811198,,10.1128/JB.00576-20,FtsZ
35789252,"Vitamin K3 inhibits FtsZ assembly, disrupts the Z-ring in Streptococcus pneumoniae and displays anti-pneumococcal activity","Pushpakaran A, Battaje RR, Panda D.",Biochem J. 2022 Jul 29;479(14):1543-1558. doi: 10.1042/BCJ20220077.,Pushpakaran A,Biochem J,2022,5/7/2022,,,10.1042/BCJ20220077,FtsZ
33531398,Noc Corrals Migration of FtsZ Protofilaments during Cytokinesis in Bacillus subtilis,"Yu Y, Zhou J, Gueiros-Filho FJ, Kearns DB, Jacobson SC.",mBio. 2021 Feb 2;12(1):e02964-20. doi: 10.1128/mBio.02964-20.,Yu Y,mBio,2021,3/2/2021,PMC7858058,,10.1128/mBio.02964-20,FtsZ
31717975,Recent Progress in the Development of Small-Molecule FtsZ Inhibitors as Chemical Tools for the Development of Novel Antibiotics,Carro L.,Antibiotics (Basel). 2019 Nov 11;8(4):217. doi: 10.3390/antibiotics8040217.,Carro L,Antibiotics (Basel),2019,14/11/2019,PMC6963470,,10.3390/antibiotics8040217,FtsZ
35618784,"Evaluation of 2,6-difluoro-3-(oxazol-2-ylmethoxy)benzamide chemotypes as Gram-negative FtsZ inhibitors","Rosado-Lugo JD, Sun Y, Banerjee A, Cao Y, Datta P, Zhang Y, Yuan Y, Parhi AK.",J Antibiot (Tokyo). 2022 Jul;75(7):385-395. doi: 10.1038/s41429-022-00531-9. Epub 2022 May 26.,Rosado-Lugo JD,J Antibiot (Tokyo),2022,26/5/2022,,,10.1038/s41429-022-00531-9,FtsZ
36490318,MipZ caps the plus-end of FtsZ polymers to promote their rapid disassembly,"Corrales-Guerrero L, Steinchen W, Ramm B, Mücksch J, Rosum J, Refes Y, Heimerl T, Bange G, Schwille P, Thanbichler M.",Proc Natl Acad Sci U S A. 2022 Dec 13;119(50):e2208227119. doi: 10.1073/pnas.2208227119. Epub 2022 Dec 9.,Corrales-Guerrero L,Proc Natl Acad Sci U S A,2022,9/12/2022,PMC9897490,,10.1073/pnas.2208227119,FtsZ
36349414,Conserved GTPase mechanism in bacterial FtsZ and archaeal tubulin filaments,"Andreu JM, Ruiz FM, Fernández-Tornero C.",FEBS J. 2022 Nov 8. doi: 10.1111/febs.16675. Online ahead of print.,Andreu JM,FEBS J,2022,9/11/2022,,,10.1111/febs.16675,FtsZ
35934107,The division protein FtsZ interacts with the small heat shock protein IbpA in Acholeplasma laidlawii,"Chernova LS, Vedyaykin AD, Bogachev MI, Fedorova MS, Ivanov VA, Vishnyakov IE, Kayumov AR.",Biochim Biophys Acta Gen Subj. 2022 Dec;1866(12):130220. doi: 10.1016/j.bbagen.2022.130220. Epub 2022 Aug 5.,Chernova LS,Biochim Biophys Acta Gen Subj,2022,7/8/2022,,,10.1016/j.bbagen.2022.130220,FtsZ
34938281,FtsZ-Ring Regulation and Cell Division Are Mediated by Essential EzrA and Accessory Proteins ZapA and ZapJ in Streptococcus pneumoniae,"Perez AJ, Villicana JB, Tsui HT, Danforth ML, Benedet M, Massidda O, Winkler ME.",Front Microbiol. 2021 Dec 2;12:780864. doi: 10.3389/fmicb.2021.780864. eCollection 2021.,Perez AJ,Front Microbiol,2021,23/12/2021,PMC8687745,,10.3389/fmicb.2021.780864,FtsZ
30523075,Bacterial FtsZ protein forms phase-separated condensates with its nucleoid-associated inhibitor SlmA,"Monterroso B, Zorrilla S, Sobrinos-Sanguino M, Robles-Ramos MA, López-Álvarez M, Margolin W, Keating CD, Rivas G.",EMBO Rep. 2019 Jan;20(1):e45946. doi: 10.15252/embr.201845946. Epub 2018 Dec 6.,Monterroso B,EMBO Rep,2019,8/12/2018,PMC6322363,,10.15252/embr.201845946,FtsZ
36383329,"FtsZ phosphorylation pleiotropically affects Z-ladder formation, antibiotic production, and morphogenesis in Streptomyces coelicolor","Yagüe P, Willemse J, Xiao X, Zhang L, Manteca A, van Wezel GP.",Antonie Van Leeuwenhoek. 2023 Jan;116(1):1-19. doi: 10.1007/s10482-022-01778-w. Epub 2022 Nov 16.,Yagüe P,Antonie Van Leeuwenhoek,2023,16/11/2022,PMC9823044,,10.1007/s10482-022-01778-w,FtsZ
36214571,GTP-Bound Escherichia coli FtsZ Filaments Are Composed of Tense Monomers: a Dynamic Nuclear Polarization-Nuclear Magnetic Resonance Study Using Interface Detection,"McCoy KM, Fritzsching KJ, McDermott AE.",mBio. 2022 Dec 20;13(6):e0235822. doi: 10.1128/mbio.02358-22. Epub 2022 Oct 10.,McCoy KM,mBio,2022,10/10/2022,PMC9765660,,10.1128/mbio.02358-22,FtsZ
31978334,Transient Membrane-Linked FtsZ Assemblies Precede Z-Ring Formation in Escherichia coli,"Walker BE, Männik J, Männik J.",Curr Biol. 2020 Feb 3;30(3):499-508.e6. doi: 10.1016/j.cub.2019.12.023. Epub 2020 Jan 23.,Walker BE,Curr Biol,2020,25/1/2020,PMC7190073,NIHMS1569586,10.1016/j.cub.2019.12.023,FtsZ
33341988,Evidence of conformational switch in Streptococcus pneumoniae FtsZ during polymerization,"Battaje RR, Bhondwe P, Dhaked HPS, Panda D.",Protein Sci. 2021 Mar;30(3):523-530. doi: 10.1002/pro.4015. Epub 2021 Jan 5.,Battaje RR,Protein Sci,2021,20/12/2020,PMC7888577,,10.1002/pro.4015,FtsZ
34088904,"SepF is the FtsZ anchor in archaea, with features of an ancestral cell division system","Pende N, Sogues A, Megrian D, Sartori-Rupp A, England P, Palabikyan H, Rittmann SKR, Graña M, Wehenkel AM, Alzari PM, Gribaldo S.",Nat Commun. 2021 Jun 4;12(1):3214. doi: 10.1038/s41467-021-23099-8.,Pende N,Nat Commun,2021,5/6/2021,PMC8178401,,10.1038/s41467-021-23099-8,FtsZ
32184253,The Min System Disassembles FtsZ Foci and Inhibits Polar Peptidoglycan Remodeling in Bacillus subtilis,"Yu Y, Zhou J, Dempwolff F, Baker JD, Kearns DB, Jacobson SC.",mBio. 2020 Mar 17;11(2):e03197-19. doi: 10.1128/mBio.03197-19.,Yu Y,mBio,2020,19/3/2020,PMC7078482,,10.1128/mBio.03197-19,FtsZ
32605984,Cell Division Protein FtsZ Is Unfolded for N-Terminal Degradation by Antibiotic-Activated ClpP,"Silber N, Pan S, Schäkermann S, Mayer C, Brötz-Oesterhelt H, Sass P.",mBio. 2020 Jun 30;11(3):e01006-20. doi: 10.1128/mBio.01006-20.,Silber N,mBio,2020,2/7/2020,PMC7327170,,10.1128/mBio.01006-20,FtsZ
31413605,Indole-core-based novel antibacterial agent targeting FtsZ,"Yuan W, Yu Z, Song W, Li Y, Fang Z, Zhu B, Li X, Wang H, Hong W, Sun N.",Infect Drug Resist. 2019 Jul 24;12:2283-2296. doi: 10.2147/IDR.S208757. eCollection 2019.,Yuan W,Infect Drug Resist,2019,16/8/2019,PMC6662167,,10.2147/IDR.S208757,FtsZ
34031040,Impact of FtsZ Inhibition on the Localization of the Penicillin Binding Proteins in Methicillin-Resistant Staphylococcus aureus,"Ferrer-González E, Huh H, Al-Tameemi HM, Boyd JM, Lee SH, Pilch DS.",J Bacteriol. 2021 Jul 22;203(16):e0020421. doi: 10.1128/JB.00204-21. Epub 2021 Jul 22.,Ferrer-González E,J Bacteriol,2021,25/5/2021,PMC8297533,,10.1128/JB.00204-21,FtsZ
35752634,Assembly dynamics of FtsZ and DamX during infection-related filamentation and division in uropathogenic E. coli,"Söderström B, Pittorino MJ, Daley DO, Duggin IG.",Nat Commun. 2022 Jun 25;13(1):3648. doi: 10.1038/s41467-022-31378-1.,Söderström B,Nat Commun,2022,25/6/2022,PMC9233674,,10.1038/s41467-022-31378-1,FtsZ
31881789,"The FtsZ Homolog, FszB, Inhibits Mitochondrial Dynamics in Dictyostelium discoideum","Vogel E, Pittman PB, Naylor K.",Cells. 2019 Dec 25;9(1):64. doi: 10.3390/cells9010064.,Vogel E,Cells,2019,29/12/2019,PMC7016976,,10.3390/cells9010064,FtsZ
32242019,Essential dynamic interdependence of FtsZ and SepF for Z-ring and septum formation in Corynebacterium glutamicum,"Sogues A, Martinez M, Gaday Q, Ben Assaya M, Graña M, Voegele A, VanNieuwenhze M, England P, Haouz A, Chenal A, Trépout S, Duran R, Wehenkel AM, Alzari PM.",Nat Commun. 2020 Apr 2;11(1):1641. doi: 10.1038/s41467-020-15490-8.,Sogues A,Nat Commun,2020,4/4/2020,PMC7118173,,10.1038/s41467-020-15490-8,FtsZ
36643897,FtsZ phosphorylation brings about growth arrest upon DNA damage in Deinococcus radiodurans,"Chaudhary R, Mishra S, Maurya GK, Rajpurohit YS, Misra HS.",FASEB Bioadv. 2022 Oct 31;5(1):27-42. doi: 10.1096/fba.2022-00082. eCollection 2023 Jan.,Chaudhary R,FASEB Bioadv,2022,16/1/2023,PMC9832530,,10.1096/fba.2022-00082,FtsZ
37065467,Combination with a FtsZ inhibitor potentiates the in vivo efficacy of oxacillin against methicillin-resistant Staphylococcus aureus,"Kaul M, Ferrer-González E, Mark L, Parhi AK, LaVoie EJ, Pilch DS.",Med Chem Res. 2022 Oct;31(10):1705-1715. doi: 10.1007/s00044-022-02960-5. Epub 2022 Sep 5.,Kaul M,Med Chem Res,2022,17/4/2023,PMC10104549,NIHMS1841714,10.1007/s00044-022-02960-5,FtsZ
32591587,The speed of FtsZ treadmilling is tightly regulated by membrane binding,"García-Soriano DA, Heermann T, Raso A, Rivas G, Schwille P.",Sci Rep. 2020 Jun 26;10(1):10447. doi: 10.1038/s41598-020-67224-x.,García-Soriano DA,Sci Rep,2020,28/6/2020,PMC7320174,,10.1038/s41598-020-67224-x,FtsZ
36215496,Connecting sequence features within the disordered C-terminal linker of Bacillus subtilis FtsZ to functions and bacterial cell division,"Shinn MK, Cohan MC, Bullock JL, Ruff KM, Levin PA, Pappu RV.",Proc Natl Acad Sci U S A. 2022 Oct 18;119(42):e2211178119. doi: 10.1073/pnas.2211178119. Epub 2022 Oct 10.,Shinn MK,Proc Natl Acad Sci U S A,2022,10/10/2022,PMC9586301,,10.1073/pnas.2211178119,FtsZ
35104502,Assembly and architecture of Escherichia coli divisome proteins FtsA and FtsZ,"Morrison JJ, Conti J, Camberg JL.",J Biol Chem. 2022 Mar;298(3):101663. doi: 10.1016/j.jbc.2022.101663. Epub 2022 Jan 29.,Morrison JJ,J Biol Chem,2022,1/2/2022,PMC8897712,,10.1016/j.jbc.2022.101663,FtsZ
31997533,Nucleotide-induced folding of cell division protein FtsZ from Staphylococcus aureus,"Huecas S, Canosa-Valls AJ, Araújo-Bazán L, Ruiz FM, Laurents DV, Fernández-Tornero C, Andreu JM.",FEBS J. 2020 Sep;287(18):4048-4067. doi: 10.1111/febs.15235. Epub 2020 Feb 24.,Huecas S,FEBS J,2020,31/1/2020,,,10.1111/febs.15235,FtsZ
33581219,Assembly of bacterial cell division protein FtsZ into dynamic biomolecular condensates,"Robles-Ramos MÁ, Zorrilla S, Alfonso C, Margolin W, Rivas G, Monterroso B.",Biochim Biophys Acta Mol Cell Res. 2021 Apr;1868(5):118986. doi: 10.1016/j.bbamcr.2021.118986. Epub 2021 Feb 11.,Robles-Ramos MÁ,Biochim Biophys Acta Mol Cell Res,2021,13/2/2021,PMC8529516,NIHMS1746243,10.1016/j.bbamcr.2021.118986,FtsZ
35453046,Exploration of the inhibitory mechanism of PC190723 on FtsZ protein by molecular dynamics simulation,"Ma Y, Zhang S, Zhou L, Zhang L, Zhang P, Ma S.",J Mol Graph Model. 2022 Jul;114:108189. doi: 10.1016/j.jmgm.2022.108189. Epub 2022 Apr 14.,Ma Y,J Mol Graph Model,2022,22/4/2022,,,10.1016/j.jmgm.2022.108189,FtsZ
36704558,Early origin and evolution of the FtsZ/tubulin protein family,"Santana-Molina C, Del Saz-Navarro D, Devos DP.",Front Microbiol. 2023 Jan 10;13:1100249. doi: 10.3389/fmicb.2022.1100249. eCollection 2022.,Santana-Molina C,Front Microbiol,2023,27/1/2023,PMC9871819,,10.3389/fmicb.2022.1100249,FtsZ
29921670,Escherichia coli ZipA Organizes FtsZ Polymers into Dynamic Ring-Like Protofilament Structures,"Krupka M, Sobrinos-Sanguino M, Jiménez M, Rivas G, Margolin W.",mBio. 2018 Jun 19;9(3):e01008-18. doi: 10.1128/mBio.01008-18.,Krupka M,mBio,2018,21/6/2018,PMC6016244,,10.1128/mBio.01008-18,FtsZ
35218317,Streptococcus mutans cell division protein FtsZ has higher GTPase and polymerization activities in acidic environment,"Chen Y, Li Y, Yuan C, Liu S, Xin F, Deng X, Wang X.",Mol Oral Microbiol. 2022 Jun;37(3):97-108. doi: 10.1111/omi.12364. Epub 2022 Mar 13.,Chen Y,Mol Oral Microbiol,2022,26/2/2022,,,10.1111/omi.12364,FtsZ
36358226,Bactericidal and Anti-Biofilm Activity of the FtsZ Inhibitor C109 against Acinetobacter baumannii,"Scoffone VC, Irudal S, AbuAlshaar A, Piazza A, Trespidi G, Barbieri G, Makarov V, Migliavacca R, De Rossi E, Buroni S.",Antibiotics (Basel). 2022 Nov 8;11(11):1571. doi: 10.3390/antibiotics11111571.,Scoffone VC,Antibiotics (Basel),2022,11/11/2022,PMC9687021,,10.3390/antibiotics11111571,FtsZ
31790740,FtsA-FtsZ interaction in Vibrio cholerae causes conformational change of FtsA resulting in inhibition of ATP hydrolysis and polymerization,"Nag D, Chatterjee A, Chakrabarti G.",Int J Biol Macromol. 2020 Jan 1;142:18-32. doi: 10.1016/j.ijbiomac.2019.11.217. Epub 2019 Nov 29.,Nag D,Int J Biol Macromol,2020,3/12/2019,,,10.1016/j.ijbiomac.2019.11.217,FtsZ
33567659,Dynamic Assembly/Disassembly of Staphylococcus aureus FtsZ Visualized by High-Speed Atomic Force Microscopy,"Fujita J, Sugiyama S, Terakado H, Miyazaki M, Ozawa M, Ueda N, Kuroda N, Tanaka SI, Yoshizawa T, Uchihashi T, Matsumura H.",Int J Mol Sci. 2021 Feb 8;22(4):1697. doi: 10.3390/ijms22041697.,Fujita J,Int J Mol Sci,2021,11/2/2021,PMC7914567,,10.3390/ijms22041697,FtsZ
34208230,Interaction of Temporin-L Analogues with the E. coli FtsZ Protein,"Di Somma A, Canè C, Moretta A, Duilio A.",Antibiotics (Basel). 2021 Jun 11;10(6):704. doi: 10.3390/antibiotics10060704.,Di Somma A,Antibiotics (Basel),2021,2/7/2021,PMC8230800,,10.3390/antibiotics10060704,FtsZ
35798943,Min waves without MinC can pattern FtsA-anchored FtsZ filaments on model membranes,"Godino E, Doerr A, Danelon C.",Commun Biol. 2022 Jul 7;5(1):675. doi: 10.1038/s42003-022-03640-1.,Godino E,Commun Biol,2022,7/7/2022,PMC9262947,,10.1038/s42003-022-03640-1,FtsZ
35799411,Structural Insights into the Interaction between Bacillus subtilis SepF Assembly and FtsZ by Solid-State NMR Spectroscopy,"Zhang C, Liu W, Deng J, Ma S, Chang Z, Yang J.",J Phys Chem B. 2022 Jul 21;126(28):5219-5230. doi: 10.1021/acs.jpcb.2c02810. Epub 2022 Jul 7.,Zhang C,J Phys Chem B,2022,8/7/2022,,,10.1021/acs.jpcb.2c02810,FtsZ
35763867,"Design, synthesis and biological evaluation of biphenyl-benzamides as potent FtsZ inhibitors","Deng J, Zhang T, Li B, Xu M, Wang Y.",Eur J Med Chem. 2022 Sep 5;239:114553. doi: 10.1016/j.ejmech.2022.114553. Epub 2022 Jun 21.,Deng J,Eur J Med Chem,2022,28/6/2022,,,10.1016/j.ejmech.2022.114553,FtsZ
32198113,Dissecting the Functional Contributions of the Intrinsically Disordered C-terminal Tail of Bacillus subtilis FtsZ,"Cohan MC, Eddelbuettel AMP, Levin PA, Pappu RV.",J Mol Biol. 2020 May 1;432(10):3205-3221. doi: 10.1016/j.jmb.2020.03.008. Epub 2020 Mar 18.,Cohan MC,J Mol Biol,2020,22/3/2020,PMC8922553,NIHMS1784998,10.1016/j.jmb.2020.03.008,FtsZ
32648693,FtsZ-Independent Mechanism of Division Inhibition by the Small Molecule PC190723 in Escherichia coli,"Khare S, Hsin J, Sorto NA, Nepomuceno GM, Shaw JT, Shi H, Huang KC.",Adv Biosyst. 2019 Nov;3(11):e1900021. doi: 10.1002/adbi.201900021. Epub 2019 Jun 21.,Khare S,Adv Biosyst,2019,11/7/2020,,,10.1002/adbi.201900021,FtsZ
36338044,"Complete identity and expression of StfZ, the cis-antisense RNA to the mRNA of the cell division gene ftsZ, in Escherichia coli","Anand D, Jakkala K, Nair RR, Sharan D, Pradhan A, Mukkayyan N, Ajitkumar P.",Front Microbiol. 2022 Oct 19;13:920117. doi: 10.3389/fmicb.2022.920117. eCollection 2022.,Anand D,Front Microbiol,2022,7/11/2022,PMC9628754,,10.3389/fmicb.2022.920117,FtsZ
33649500,Progression of the late-stage divisome is unaffected by the depletion of the cytoplasmic FtsZ pool,"Silber N, Mayer C, Matos de Opitz CL, Sass P.",Commun Biol. 2021 Mar 1;4(1):270. doi: 10.1038/s42003-021-01789-9.,Silber N,Commun Biol,2021,2/3/2021,PMC7921118,,10.1038/s42003-021-01789-9,FtsZ
35481648,An enhancer sequence in the intrinsically disordered region of FtsZ promotes polymer-guided substrate processing by ClpXP protease,"Viola MG, Perdikari TM, Trebino CE, Rahmani N, Mathews KL, Pena CM, Chua XY, Xuan B, LaBreck CJ, Fawzi NL, Camberg JL.",Protein Sci. 2022 May;31(5):e4306. doi: 10.1002/pro.4306.,Viola MG,Protein Sci,2022,28/4/2022,PMC8996474,,10.1002/pro.4306,FtsZ
33729912,A conserved cell division protein directly regulates FtsZ dynamics in filamentous and unicellular actinobacteria,"Ramos-León F, Bush MJ, Sallmen JW, Chandra G, Richardson J, Findlay KC, McCormick JR, Schlimpert S.",Elife. 2021 Mar 17;10:e63387. doi: 10.7554/eLife.63387.,Ramos-León F,Elife,2021,17/3/2021,PMC7968930,,10.7554/eLife.63387,FtsZ
31405912,¡vIVA la DivIVA!,"Hammond LR, White ML, Eswara PJ.",J Bacteriol. 2019 Oct 4;201(21):e00245-19. doi: 10.1128/JB.00245-19. Print 2019 Nov 1.,Hammond LR,J Bacteriol,2019,14/8/2019,PMC6779457,,10.1128/JB.00245-19,FtsZ
33908781,"Targeting the FtsZ Allosteric Binding Site with a Novel Fluorescence Polarization Screen, Cytological and Structural Approaches for Antibacterial Discovery","Huecas S, Araújo-Bazán L, Ruiz FM, Ruiz-Ávila LB, Martínez RF, Escobar-Peña A, Artola M, Vázquez-Villa H, Martín-Fontecha M, Fernández-Tornero C, López-Rodríguez ML, Andreu JM.",J Med Chem. 2021 May 13;64(9):5730-5745. doi: 10.1021/acs.jmedchem.0c02207. Epub 2021 Apr 28.,Huecas S,J Med Chem,2021,28/4/2021,PMC8478281,,10.1021/acs.jmedchem.0c02207,FtsZ
32039891,High-resolution crystal structures of Escherichia coli FtsZ bound to GDP and GTP,"Schumacher MA, Ohashi T, Corbin L, Erickson HP.",Acta Crystallogr F Struct Biol Commun. 2020 Feb 1;76(Pt 2):94-102. doi: 10.1107/S2053230X20001132. Epub 2020 Feb 5.,Schumacher MA,Acta Crystallogr F Struct Biol Commun,2020,11/2/2020,PMC7010359,,10.1107/S2053230X20001132,FtsZ
30337533,Cell shape-independent FtsZ dynamics in synthetically remodeled bacterial cells,"Söderström B, Badrutdinov A, Chan H, Skoglund U.",Nat Commun. 2018 Oct 18;9(1):4323. doi: 10.1038/s41467-018-06887-7.,Söderström B,Nat Commun,2018,20/10/2018,PMC6193997,,10.1038/s41467-018-06887-7,FtsZ
35328438,The Longitudinal Dividing Bacterium Candidatus Thiosymbion Oneisti Has a Natural Temperature-Sensitive FtsZ Protein with Low GTPase Activity,"Wang J, Bulgheresi S, den Blaauwen T.",Int J Mol Sci. 2022 Mar 10;23(6):3016. doi: 10.3390/ijms23063016.,Wang J,Int J Mol Sci,2022,25/3/2022,PMC8953583,,10.3390/ijms23063016,FtsZ
35421657,Design and synthesis of quinolinium-based derivatives targeting FtsZ for antibacterial evaluation and mechanistic study,"Zhong DX, She MT, Guo XC, Zheng BX, Huang XH, Zhang YH, Ser HL, Wong WL, Sun N, Lu YJ.",Eur J Med Chem. 2022 Jun 5;236:114360. doi: 10.1016/j.ejmech.2022.114360. Epub 2022 Apr 7.,Zhong DX,Eur J Med Chem,2022,14/4/2022,,,10.1016/j.ejmech.2022.114360,FtsZ
35267210,"Acridinium-conjugated aromatic heterocycles as highly potent FtsZ inhibitors: Design, synthesis, and biological evaluation","Song D, Zhang N, Ma Y, Zhang S, Chen W, Guo T, Ma S.",Arch Pharm (Weinheim). 2022 Jun;355(6):e2100400. doi: 10.1002/ardp.202100400. Epub 2022 Mar 10.,Song D,Arch Pharm (Weinheim),2022,10/3/2022,,,10.1002/ardp.202100400,FtsZ
33859629,The Assembly Switch Mechanism of FtsZ Filament Revealed by All-Atom Molecular Dynamics Simulations and Coarse-Grained Models,"Lv D, Li J, Ye S.",Front Microbiol. 2021 Mar 30;12:639883. doi: 10.3389/fmicb.2021.639883. eCollection 2021.,Lv D,Front Microbiol,2021,16/4/2021,PMC8042166,,10.3389/fmicb.2021.639883,FtsZ
33112491,The role of the cytoskeletal proteins MreB and FtsZ in multicellular cyanobacteria,"Springstein BL, Weissenbach J, Koch R, Stücker F, Stucken K.",FEBS Open Bio. 2020 Dec;10(12):2510-2531. doi: 10.1002/2211-5463.13016. Epub 2020 Nov 13.,Springstein BL,FEBS Open Bio,2020,28/10/2020,PMC7714070,,10.1002/2211-5463.13016,FtsZ
32039890,Crystal structures of the cell-division protein FtsZ from Klebsiella pneumoniae and Escherichia coli,"Yoshizawa T, Fujita J, Terakado H, Ozawa M, Kuroda N, Tanaka SI, Uehara R, Matsumura H.",Acta Crystallogr F Struct Biol Commun. 2020 Feb 1;76(Pt 2):86-93. doi: 10.1107/S2053230X2000076X. Epub 2020 Feb 5.,Yoshizawa T,Acta Crystallogr F Struct Biol Commun,2020,11/2/2020,PMC7010355,,10.1107/S2053230X2000076X,FtsZ
36593513,Gene-Directed FtsZ Ring Assembly Generates Constricted Liposomes with Stable Membrane Necks,"Godino E, Danelon C.",Adv Biol (Weinh). 2023 Mar;7(3):e2200172. doi: 10.1002/adbi.202200172. Epub 2023 Jan 2.,Godino E,Adv Biol (Weinh),2023,2/1/2023,,,10.1002/adbi.202200172,FtsZ
32763138,A Unified Model for Treadmilling and Nucleation of Single-Stranded FtsZ Protofilaments,"Corbin LC, Erickson HP.",Biophys J. 2020 Aug 18;119(4):792-805. doi: 10.1016/j.bpj.2020.05.041. Epub 2020 Jul 17.,Corbin LC,Biophys J,2020,9/8/2020,PMC7451871,,10.1016/j.bpj.2020.05.041,FtsZ
34023403,Conformational Flexibility of A Highly Conserved Helix Controls Cryptic Pocket Formation in FtsZ,"Alnami A, Norton RS, Pena HP, Haider S, Kozielski F.",J Mol Biol. 2021 Jul 23;433(15):167061. doi: 10.1016/j.jmb.2021.167061. Epub 2021 May 21.,Alnami A,J Mol Biol,2021,23/5/2021,,,10.1016/j.jmb.2021.167061,FtsZ
35932806,"Screening of plant-based natural compounds as an inhibitor of FtsZ from Salmonella Typhi using the computational, biochemical and in vitro cell-based studies","Naz F, Kumar M, Koley T, Sharma P, Haque MA, Kapil A, Kumar M, Kaur P, Ethayathulla AS.",Int J Biol Macromol. 2022 Oct 31;219:428-437. doi: 10.1016/j.ijbiomac.2022.07.241. Epub 2022 Aug 4.,Naz F,Int J Biol Macromol,2022,6/8/2022,,,10.1016/j.ijbiomac.2022.07.241,FtsZ
33596109,Investigating the Involvement of Cytoskeletal Proteins MreB and FtsZ in the Origin of Legume-Rhizobial Symbiosis,"Zhao W, Zhu H, Wei F, Zhou D, Li Y, Zhang XX.",Mol Plant Microbe Interact. 2021 May;34(5):547-559. doi: 10.1094/MPMI-10-20-0299-FI. Epub 2021 May 20.,Zhao W,Mol Plant Microbe Interact,2021,17/2/2021,,,10.1094/MPMI-10-20-0299-FI,FtsZ
34340044,Modification of 5-methylphenanthridium from benzothiazoles to indoles as potent FtsZ inhibitors: Broadening the antibacterial spectrum toward vancomycin-resistant enterococci,"Zhang N, Song D, Chen W, Zhang S, Zhang P, Zhang N, Ma S.",Eur J Med Chem. 2021 Nov 15;224:113723. doi: 10.1016/j.ejmech.2021.113723. Epub 2021 Jul 26.,Zhang N,Eur J Med Chem,2021,2/8/2021,,,10.1016/j.ejmech.2021.113723,FtsZ
